"","trial","choicesA","choicesB","winA","winB","rateA","learningRate","noise","initRateA","cumulativeRateA","cumulativeRateB","cumulativeWinA","cumulativeWinB","agent_id"
"153",33,1,1,1,0,0.999957718114838,0.917610087664798,0,0.5,0.939393939393939,0.939393939393939,0.878787878787879,0.121212121212121,2
"154",34,1,1,1,0,0.999996516399188,0.917610087664798,0,0.5,0.941176470588235,0.941176470588235,0.882352941176471,0.117647058823529,2
"155",35,1,1,1,0,0.999999712986435,0.917610087664798,0,0.5,0.942857142857143,0.942857142857143,0.885714285714286,0.114285714285714,2
"156",36,1,1,1,0,0.999999976352978,0.917610087664798,0,0.5,0.944444444444444,0.944444444444444,0.888888888888889,0.111111111111111,2
"157",37,1,1,1,0,0.999999998051724,0.917610087664798,0,0.5,0.945945945945946,0.945945945945946,0.891891891891892,0.108108108108108,2
"158",38,1,0,0,1,0.999999999839482,0.917610087664798,0,0.5,0.947368421052632,0.921052631578947,0.868421052631579,0.131578947368421,2
"159",39,0,0,1,0,0.082389912321977,0.917610087664798,0,0.5,0.923076923076923,0.897435897435897,0.871794871794872,0.128205128205128,2
"160",40,0,1,0,1,0.00678809765351267,0.917610087664798,0,0.5,0.9,0.9,0.85,0.15,2
"161",41,1,1,1,0,0.918169358435394,0.917610087664798,0,0.5,0.902439024390244,0.902439024390244,0.853658536585366,0.146341463414634,2
"162",42,1,1,1,0,0.993257980615159,0.917610087664798,0,0.5,0.904761904761905,0.904761904761905,0.857142857142857,0.142857142857143,2
"163",43,1,1,1,0,0.999444525613921,0.917610087664798,0,0.5,0.906976744186046,0.906976744186046,0.86046511627907,0.13953488372093,2
"164",44,1,1,1,0,0.999954234514026,0.917610087664798,0,0.5,0.909090909090909,0.909090909090909,0.863636363636364,0.136363636363636,2
"165",45,1,1,1,0,0.999996229385623,0.917610087664798,0,0.5,0.911111111111111,0.911111111111111,0.866666666666667,0.133333333333333,2
"166",46,1,1,1,0,0.999999689339412,0.917610087664798,0,0.5,0.91304347826087,0.91304347826087,0.869565217391304,0.130434782608696,2
"167",47,1,0,0,1,0.999999974404701,0.917610087664798,0,0.5,0.914893617021277,0.893617021276596,0.851063829787234,0.148936170212766,2
"168",48,1,1,1,0,0.0823899102264077,0.917610087664798,0,0.5,0.916666666666667,0.895833333333333,0.854166666666667,0.145833333333333,2
"169",49,1,1,1,0,0.924398185145657,0.917610087664798,0,0.5,0.918367346938776,0.897959183673469,0.857142857142857,0.142857142857143,2
"170",50,1,1,1,0,0.993771173101768,0.917610087664798,0,0.5,0.92,0.9,0.86,0.14,2
"171",51,1,0,0,1,0.999486807497904,0.917610087664798,0,0.5,0.92156862745098,0.882352941176471,0.843137254901961,0.156862745098039,2
"172",52,0,1,0,1,0.0823476304499433,0.917610087664798,0,0.5,0.903846153846154,0.884615384615385,0.826923076923077,0.173076923076923,2
"173",53,0,1,0,1,0.92439470171858,0.917610087664798,0,0.5,0.886792452830189,0.886792452830189,0.811320754716981,0.188679245283019,2
"174",54,1,0,0,1,0.993770886102517,0.917610087664798,0,0.5,0.888888888888889,0.87037037037037,0.796296296296296,0.203703703703704,2
"175",55,0,1,0,1,0.0818766961872625,0.917610087664798,0,0.5,0.872727272727273,0.872727272727273,0.781818181818182,0.218181818181818,2
"176",56,1,1,1,0,0.924355901485962,0.917610087664798,0,0.5,0.875,0.875,0.785714285714286,0.214285714285714,2
"177",57,1,1,1,0,0.993767689354753,0.917610087664798,0,0.5,0.87719298245614,0.87719298245614,0.789473684210526,0.210526315789474,2
"178",58,1,1,1,0,0.999486520472292,0.917610087664798,0,0.5,0.879310344827586,0.879310344827586,0.793103448275862,0.206896551724138,2
"179",59,1,1,1,0,0.999957694466726,0.917610087664798,0,0.5,0.88135593220339,0.88135593220339,0.796610169491525,0.203389830508475,2
"180",60,1,1,1,0,0.999996514450822,0.917610087664798,0,0.5,0.883333333333333,0.883333333333333,0.8,0.2,2
"181",61,1,1,1,0,0.999999712825909,0.917610087664798,0,0.5,0.885245901639344,0.885245901639344,0.80327868852459,0.19672131147541,2
"182",62,1,1,1,0,0.999999976339752,0.917610087664798,0,0.5,0.887096774193548,0.887096774193548,0.806451612903226,0.193548387096774,2
"183",63,1,0,0,1,0.999999998050634,0.917610087664798,0,0.5,0.888888888888889,0.873015873015873,0.793650793650794,0.206349206349206,2
"184",64,0,1,0,1,0.082389912174594,0.917610087664798,0,0.5,0.875,0.875,0.78125,0.21875,2
"185",65,1,1,1,0,0.924398185306168,0.917610087664798,0,0.5,0.876923076923077,0.876923076923077,0.784615384615385,0.215384615384615,2
"186",66,1,1,1,0,0.993771173114993,0.917610087664798,0,0.5,0.878787878787879,0.878787878787879,0.787878787878788,0.212121212121212,2
"187",67,1,1,1,0,0.999486807498993,0.917610087664798,0,0.5,0.880597014925373,0.880597014925373,0.791044776119403,0.208955223880597,2
"188",68,1,1,1,0,0.999957718114831,0.917610087664798,0,0.5,0.882352941176471,0.882352941176471,0.794117647058823,0.205882352941176,2
"189",69,1,0,0,1,0.999996516399188,0.917610087664798,0,0.5,0.884057971014493,0.869565217391304,0.782608695652174,0.217391304347826,2
"190",70,0,1,0,1,0.0823896253216365,0.917610087664798,0,0.5,0.871428571428571,0.871428571428571,0.771428571428571,0.228571428571429,2
"191",71,1,0,0,1,0.924398161672378,0.917610087664798,0,0.5,0.873239436619718,0.859154929577465,0.76056338028169,0.23943661971831,2
"192",72,1,1,1,0,0.0761610835030092,0.917610087664798,0,0.5,0.875,0.861111111111111,0.763888888888889,0.236111111111111,2
"193",73,1,1,1,0,0.923884992657965,0.917610087664798,0,0.5,0.876712328767123,0.863013698630137,0.767123287671233,0.232876712328767,2
"194",74,1,1,1,0,0.993728891217696,0.917610087664798,0,0.5,0.878378378378378,0.864864864864865,0.77027027027027,0.22972972972973,2
"195",75,1,1,1,0,0.999483323897182,0.917610087664798,0,0.5,0.88,0.866666666666667,0.773333333333333,0.226666666666667,2
"196",76,1,1,1,0,0.999957431101183,0.917610087664798,0,0.5,0.881578947368421,0.868421052631579,0.776315789473684,0.223684210526316,2
"197",77,1,1,1,0,0.999996492752158,0.917610087664798,0,0.5,0.883116883116883,0.87012987012987,0.779220779220779,0.220779220779221,2
"198",78,1,1,1,0,0.999999711038158,0.917610087664798,0,0.5,0.884615384615385,0.871794871794872,0.782051282051282,0.217948717948718,2
"199",79,1,1,1,0,0.999999976192459,0.917610087664798,0,0.5,0.886075949367089,0.873417721518987,0.784810126582278,0.215189873417722,2
"200",80,1,1,1,0,0.999999998038499,0.917610087664798,0,0.5,0.8875,0.875,0.7875,0.2125,2
"201",81,1,0,0,1,0.999999999838392,0.917610087664798,0,0.5,0.888888888888889,0.864197530864197,0.777777777777778,0.222222222222222,2
"202",82,0,1,0,1,0.0823899123218872,0.917610087664798,0,0.5,0.878048780487805,0.865853658536585,0.768292682926829,0.231707317073171,2
"203",83,1,1,1,0,0.924398185318303,0.917610087664798,0,0.5,0.879518072289157,0.867469879518072,0.771084337349398,0.228915662650602,2
"204",84,1,1,1,0,0.993771173115993,0.917610087664798,0,0.5,0.880952380952381,0.869047619047619,0.773809523809524,0.226190476190476,2
"205",85,1,0,0,1,0.999486807499075,0.917610087664798,0,0.5,0.882352941176471,0.858823529411765,0.764705882352941,0.235294117647059,2
